Name	Type	Width	Decimal	NULL																																																																																																																				
pricelm031	Character	14	0	TRUE	pricelm031 varchar(14) null																																																																																																																			
pricelm032	Character	14	0	TRUE	pricelm032 varchar(14) null																																																																																																																			
pricelm033	Character	14	0	TRUE	pricelm033 varchar(14) null																																																																																																																			
pricelm034	Character	14	0	TRUE	pricelm034 varchar(14) null																																																																																																																			
pricelm035	Character	14	0	TRUE	pricelm035 varchar(14) null																																																																																																																			
pricelm036	Character	14	0	TRUE	pricelm036 varchar(14) null																																																																																																																			
pricelm037	Character	14	0	TRUE	pricelm037 varchar(14) null																																																																																																																			
pricelm038	Character	14	0	TRUE	pricelm038 varchar(14) null																																																																																																																			
pricelm039	Character	14	0	TRUE	pricelm039 varchar(14) null																																																																																																																			
pricelm040	Character	14	0	TRUE	pricelm040 varchar(14) null																																																																																																																			
pricelm041	Character	14	0	TRUE	pricelm041 varchar(14) null																																																																																																																			
pricelm042	Character	14	0	TRUE	pricelm042 varchar(14) null																																																																																																																			
pricelm043	Character	14	0	TRUE	pricelm043 varchar(14) null																																																																																																																			
pricelm044	Character	14	0	TRUE	pricelm044 varchar(14) null																																																																																																																			
pricelm045	Character	14	0	TRUE	pricelm045 varchar(14) null																																																																																																																			
pricelm046	Character	14	0	TRUE	pricelm046 varchar(14) null																																																																																																																			
pricelm047	Character	14	0	TRUE	pricelm047 varchar(14) null																																																																																																																			
pricelm048	Character	14	0	TRUE	pricelm048 varchar(14) null																																																																																																																			
pricelm049	Character	14	0	TRUE	pricelm049 varchar(14) null																																																																																																																			
pricelm050	Character	14	0	TRUE	pricelm050 varchar(14) null																																																																																																																			
pricelm051	Character	14	0	TRUE	pricelm051 varchar(14) null																																																																																																																			
pricelm052	Character	14	0	TRUE	pricelm052 varchar(14) null																																																																																																																			
pricelm053	Character	14	0	TRUE	pricelm053 varchar(14) null																																																																																																																			
pricelm054	Character	14	0	TRUE	pricelm054 varchar(14) null																																																																																																																			
pricelm055	Character	14	0	TRUE	pricelm055 varchar(14) null																																																																																																																			
pricelm056	Character	14	0	TRUE	pricelm056 varchar(14) null																																																																																																																			
pricelm057	Character	14	0	TRUE	pricelm057 varchar(14) null																																																																																																																			
pricelm058	Character	14	0	TRUE	pricelm058 varchar(14) null																																																																																																																			
pricelm059	Character	14	0	TRUE	pricelm059 varchar(14) null																																																																																																																			
pricelm060	Character	14	0	TRUE	pricelm060 varchar(14) null																																																																																																																			
pricelm061	Character	14	0	TRUE	pricelm061 varchar(14) null																																																																																																																			
pricelm062	Character	14	0	TRUE	pricelm062 varchar(14) null																																																																																																																			
pricelm063	Character	14	0	TRUE	pricelm063 varchar(14) null																																																																																																																			
pricelm064	Character	14	0	TRUE	pricelm064 varchar(14) null																																																																																																																			
pricelm065	Character	14	0	TRUE	pricelm065 varchar(14) null																																																																																																																			
pricelm066	Character	14	0	TRUE	pricelm066 varchar(14) null																																																																																																																			
pricelm067	Character	14	0	TRUE	pricelm067 varchar(14) null																																																																																																																			
pricelm068	Character	14	0	TRUE	pricelm068 varchar(14) null																																																																																																																			
pricelm069	Character	14	0	TRUE	pricelm069 varchar(14) null																																																																																																																			
pricelm070	Character	14	0	TRUE	pricelm070 varchar(14) null																																																																																																																			
pricelm071	Character	14	0	TRUE	pricelm071 varchar(14) null																																																																																																																			
pricelm072	Character	14	0	TRUE	pricelm072 varchar(14) null																																																																																																																			
pricelm073	Character	14	0	TRUE	pricelm073 varchar(14) null																																																																																																																			
pricelm074	Character	14	0	TRUE	pricelm074 varchar(14) null																																																																																																																			
pricelm075	Character	14	0	TRUE	pricelm075 varchar(14) null																																																																																																																			
pricelm076	Character	14	0	TRUE	pricelm076 varchar(14) null																																																																																																																			
pricelm077	Character	14	0	TRUE	pricelm077 varchar(14) null																																																																																																																			
pricelm078	Character	14	0	TRUE	pricelm078 varchar(14) null																																																																																																																			
pricelm079	Character	14	0	TRUE	pricelm079 varchar(14) null																																																																																																																			
pricelm080	Character	14	0	TRUE	pricelm080 varchar(14) null																																																																																																																			
pricelm081	Character	14	0	TRUE	pricelm081 varchar(14) null																																																																																																																			
pricelm082	Character	14	0	TRUE	pricelm082 varchar(14) null																																																																																																																			
pricelm083	Character	14	0	TRUE	pricelm083 varchar(14) null																																																																																																																			
pricelm084	Character	14	0	TRUE	pricelm084 varchar(14) null																																																																																																																			
pricelm085	Character	14	0	TRUE	pricelm085 varchar(14) null																																																																																																																			
pricelm086	Character	14	0	TRUE	pricelm086 varchar(14) null																																																																																																																			
pricelm087	Character	14	0	TRUE	pricelm087 varchar(14) null																																																																																																																			
pricelm088	Character	14	0	TRUE	pricelm088 varchar(14) null																																																																																																																			
pricelm089	Character	14	0	TRUE	pricelm089 varchar(14) null																																																																																																																			
pricelm090	Character	14	0	TRUE	pricelm090 varchar(14) null																																																																																																																			
pricelm091	Character	14	0	TRUE	pricelm091 varchar(14) null																																																																																																																			
pricelm092	Character	14	0	TRUE	pricelm092 varchar(14) null																																																																																																																			
pricelm093	Character	14	0	TRUE	pricelm093 varchar(14) null																																																																																																																			
pricelm094	Character	14	0	TRUE	pricelm094 varchar(14) null																																																																																																																			
pricelm095	Character	14	0	TRUE	pricelm095 varchar(14) null																																																																																																																			
pricelm096	Character	14	0	TRUE	pricelm096 varchar(14) null																																																																																																																			
pricelm097	Character	14	0	TRUE	pricelm097 varchar(14) null																																																																																																																			
pricelm098	Character	14	0	TRUE	pricelm098 varchar(14) null																																																																																																																			
pricelm099	Character	14	0	TRUE	pricelm099 varchar(14) null																																																																																																																			
pricelm100	Character	14	0	TRUE	pricelm100 varchar(14) null																																																																																																																			
pricelm101	Character	14	0	TRUE	pricelm101 varchar(14) null																																																																																																																			
pricelm102	Character	14	0	TRUE	pricelm102 varchar(14) null																																																																																																																			
pricelm103	Character	14	0	TRUE	pricelm103 varchar(14) null																																																																																																																			
pricelm104	Character	14	0	TRUE	pricelm104 varchar(14) null																																																																																																																			
pricelm105	Character	14	0	TRUE	pricelm105 varchar(14) null																																																																																																																			
pricelm106	Character	14	0	TRUE	pricelm106 varchar(14) null																																																																																																																			
pricelm107	Character	14	0	TRUE	pricelm107 varchar(14) null																																																																																																																			
pricelm108	Character	14	0	TRUE	pricelm108 varchar(14) null																																																																																																																			
pricelm109	Character	14	0	TRUE	pricelm109 varchar(14) null																																																																																																																			
pricelm110	Character	14	0	TRUE	pricelm110 varchar(14) null																																																																																																																			
pricelm111	Character	14	0	TRUE	pricelm111 varchar(14) null																																																																																																																			
pricelm112	Character	14	0	TRUE	pricelm112 varchar(14) null																																																																																																																			
pricelm113	Character	14	0	TRUE	pricelm113 varchar(14) null																																																																																																																			
pricelm114	Character	14	0	TRUE	pricelm114 varchar(14) null																																																																																																																			
pricelm115	Character	14	0	TRUE	pricelm115 varchar(14) null																																																																																																																			
pricelm116	Character	14	0	TRUE	pricelm116 varchar(14) null																																																																																																																			
pricelm117	Character	14	0	TRUE	pricelm117 varchar(14) null																																																																																																																			
pricelm118	Character	14	0	TRUE	pricelm118 varchar(14) null																																																																																																																			
pricelm119	Character	14	0	TRUE	pricelm119 varchar(14) null																																																																																																																			
pricelm120	Character	14	0	TRUE	pricelm120 varchar(14) null																																																																																																																			
																																																																																																																								
company_id varchar(8) not null	pricelm001 varchar(14) null	pricelm002 varchar(14) null	pricelm003 varchar(14) null	pricelm004 varchar(14) null	pricelm005 varchar(14) null	pricelm006 varchar(14) null	pricelm007 varchar(14) null	pricelm008 varchar(14) null	pricelm009 varchar(14) null	pricelm010 varchar(14) null	pricelm011 varchar(14) null	pricelm012 varchar(14) null	pricelm013 varchar(14) null	pricelm014 varchar(14) null	pricelm015 varchar(14) null	pricelm016 varchar(14) null	pricelm017 varchar(14) null	pricelm018 varchar(14) null	pricelm019 varchar(14) null	pricelm020 varchar(14) null	pricelm021 varchar(14) null	pricelm022 varchar(14) null	pricelm023 varchar(14) null	pricelm024 varchar(14) null	pricelm025 varchar(14) null	pricelm026 varchar(14) null	pricelm027 varchar(14) null	pricelm028 varchar(14) null	pricelm029 varchar(14) null	pricelm030 varchar(14) null	pricelm031 varchar(14) null	pricelm032 varchar(14) null	pricelm033 varchar(14) null	pricelm034 varchar(14) null	pricelm035 varchar(14) null	pricelm036 varchar(14) null	pricelm037 varchar(14) null	pricelm038 varchar(14) null	pricelm039 varchar(14) null	pricelm040 varchar(14) null	pricelm041 varchar(14) null	pricelm042 varchar(14) null	pricelm043 varchar(14) null	pricelm044 varchar(14) null	pricelm045 varchar(14) null	pricelm046 varchar(14) null	pricelm047 varchar(14) null	pricelm048 varchar(14) null	pricelm049 varchar(14) null	pricelm050 varchar(14) null	pricelm051 varchar(14) null	pricelm052 varchar(14) null	pricelm053 varchar(14) null	pricelm054 varchar(14) null	pricelm055 varchar(14) null	pricelm056 varchar(14) null	pricelm057 varchar(14) null	pricelm058 varchar(14) null	pricelm059 varchar(14) null	pricelm060 varchar(14) null	pricelm061 varchar(14) null	pricelm062 varchar(14) null	pricelm063 varchar(14) null	pricelm064 varchar(14) null	pricelm065 varchar(14) null	pricelm066 varchar(14) null	pricelm067 varchar(14) null	pricelm068 varchar(14) null	pricelm069 varchar(14) null	pricelm070 varchar(14) null	pricelm071 varchar(14) null	pricelm072 varchar(14) null	pricelm073 varchar(14) null	pricelm074 varchar(14) null	pricelm075 varchar(14) null	pricelm076 varchar(14) null	pricelm077 varchar(14) null	pricelm078 varchar(14) null	pricelm079 varchar(14) null	pricelm080 varchar(14) null	pricelm081 varchar(14) null	pricelm082 varchar(14) null	pricelm083 varchar(14) null	pricelm084 varchar(14) null	pricelm085 varchar(14) null	pricelm086 varchar(14) null	pricelm087 varchar(14) null	pricelm088 varchar(14) null	pricelm089 varchar(14) null	pricelm090 varchar(14) null	pricelm091 varchar(14) null	pricelm092 varchar(14) null	pricelm093 varchar(14) null	pricelm094 varchar(14) null	pricelm095 varchar(14) null	pricelm096 varchar(14) null	pricelm097 varchar(14) null	pricelm098 varchar(14) null	pricelm099 varchar(14) null	pricelm100 varchar(14) null	pricelm101 varchar(14) null	pricelm102 varchar(14) null	pricelm103 varchar(14) null	pricelm104 varchar(14) null	pricelm105 varchar(14) null	pricelm106 varchar(14) null	pricelm107 varchar(14) null	pricelm108 varchar(14) null	pricelm109 varchar(14) null	pricelm110 varchar(14) null	pricelm111 varchar(14) null	pricelm112 varchar(14) null	pricelm113 varchar(14) null	pricelm114 varchar(14) null	pricelm115 varchar(14) null	pricelm116 varchar(14) null	pricelm117 varchar(14) null	pricelm118 varchar(14) null	pricelm119 varchar(14) null	pricelm120 varchar(14) null
