Name	Type	Width	Decimal	NULL																																																																																																																				
pricevm028	Character	13	0	TRUE	pricevm028 varchar(13) null																																																																																																																			
pricevm029	Character	13	0	TRUE	pricevm029 varchar(13) null																																																																																																																			
pricevm030	Character	13	0	TRUE	pricevm030 varchar(13) null																																																																																																																			
pricevm031	Character	13	0	TRUE	pricevm031 varchar(13) null																																																																																																																			
pricevm032	Character	13	0	TRUE	pricevm032 varchar(13) null																																																																																																																			
pricevm033	Character	13	0	TRUE	pricevm033 varchar(13) null																																																																																																																			
pricevm034	Character	13	0	TRUE	pricevm034 varchar(13) null																																																																																																																			
pricevm035	Character	13	0	TRUE	pricevm035 varchar(13) null																																																																																																																			
pricevm036	Character	13	0	TRUE	pricevm036 varchar(13) null																																																																																																																			
pricevm037	Character	13	0	TRUE	pricevm037 varchar(13) null																																																																																																																			
pricevm038	Character	13	0	TRUE	pricevm038 varchar(13) null																																																																																																																			
pricevm039	Character	13	0	TRUE	pricevm039 varchar(13) null																																																																																																																			
pricevm040	Character	13	0	TRUE	pricevm040 varchar(13) null																																																																																																																			
pricevm041	Character	13	0	TRUE	pricevm041 varchar(13) null																																																																																																																			
pricevm042	Character	13	0	TRUE	pricevm042 varchar(13) null																																																																																																																			
pricevm043	Character	13	0	TRUE	pricevm043 varchar(13) null																																																																																																																			
pricevm044	Character	13	0	TRUE	pricevm044 varchar(13) null																																																																																																																			
pricevm045	Character	13	0	TRUE	pricevm045 varchar(13) null																																																																																																																			
pricevm046	Character	13	0	TRUE	pricevm046 varchar(13) null																																																																																																																			
pricevm047	Character	13	0	TRUE	pricevm047 varchar(13) null																																																																																																																			
pricevm048	Character	13	0	TRUE	pricevm048 varchar(13) null																																																																																																																			
pricevm049	Character	13	0	TRUE	pricevm049 varchar(13) null																																																																																																																			
pricevm050	Character	13	0	TRUE	pricevm050 varchar(13) null																																																																																																																			
pricevm051	Character	13	0	TRUE	pricevm051 varchar(13) null																																																																																																																			
pricevm052	Character	13	0	TRUE	pricevm052 varchar(13) null																																																																																																																			
pricevm053	Character	13	0	TRUE	pricevm053 varchar(13) null																																																																																																																			
pricevm054	Character	13	0	TRUE	pricevm054 varchar(13) null																																																																																																																			
pricevm055	Character	13	0	TRUE	pricevm055 varchar(13) null																																																																																																																			
pricevm056	Character	13	0	TRUE	pricevm056 varchar(13) null																																																																																																																			
pricevm057	Character	13	0	TRUE	pricevm057 varchar(13) null																																																																																																																			
pricevm058	Character	13	0	TRUE	pricevm058 varchar(13) null																																																																																																																			
pricevm059	Character	13	0	TRUE	pricevm059 varchar(13) null																																																																																																																			
pricevm060	Character	13	0	TRUE	pricevm060 varchar(13) null																																																																																																																			
pricevm061	Character	13	0	TRUE	pricevm061 varchar(13) null																																																																																																																			
pricevm062	Character	13	0	TRUE	pricevm062 varchar(13) null																																																																																																																			
pricevm063	Character	13	0	TRUE	pricevm063 varchar(13) null																																																																																																																			
pricevm064	Character	13	0	TRUE	pricevm064 varchar(13) null																																																																																																																			
pricevm065	Character	13	0	TRUE	pricevm065 varchar(13) null																																																																																																																			
pricevm066	Character	13	0	TRUE	pricevm066 varchar(13) null																																																																																																																			
pricevm067	Character	13	0	TRUE	pricevm067 varchar(13) null																																																																																																																			
pricevm068	Character	13	0	TRUE	pricevm068 varchar(13) null																																																																																																																			
pricevm069	Character	13	0	TRUE	pricevm069 varchar(13) null																																																																																																																			
pricevm070	Character	13	0	TRUE	pricevm070 varchar(13) null																																																																																																																			
pricevm071	Character	13	0	TRUE	pricevm071 varchar(13) null																																																																																																																			
pricevm072	Character	13	0	TRUE	pricevm072 varchar(13) null																																																																																																																			
pricevm073	Character	13	0	TRUE	pricevm073 varchar(13) null																																																																																																																			
pricevm074	Character	13	0	TRUE	pricevm074 varchar(13) null																																																																																																																			
pricevm075	Character	13	0	TRUE	pricevm075 varchar(13) null																																																																																																																			
pricevm076	Character	13	0	TRUE	pricevm076 varchar(13) null																																																																																																																			
pricevm077	Character	13	0	TRUE	pricevm077 varchar(13) null																																																																																																																			
pricevm078	Character	13	0	TRUE	pricevm078 varchar(13) null																																																																																																																			
pricevm079	Character	13	0	TRUE	pricevm079 varchar(13) null																																																																																																																			
pricevm080	Character	13	0	TRUE	pricevm080 varchar(13) null																																																																																																																			
pricevm081	Character	13	0	TRUE	pricevm081 varchar(13) null																																																																																																																			
pricevm082	Character	13	0	TRUE	pricevm082 varchar(13) null																																																																																																																			
pricevm083	Character	13	0	TRUE	pricevm083 varchar(13) null																																																																																																																			
pricevm084	Character	13	0	TRUE	pricevm084 varchar(13) null																																																																																																																			
pricevm085	Character	13	0	TRUE	pricevm085 varchar(13) null																																																																																																																			
pricevm086	Character	13	0	TRUE	pricevm086 varchar(13) null																																																																																																																			
pricevm087	Character	13	0	TRUE	pricevm087 varchar(13) null																																																																																																																			
pricevm088	Character	13	0	TRUE	pricevm088 varchar(13) null																																																																																																																			
pricevm089	Character	13	0	TRUE	pricevm089 varchar(13) null																																																																																																																			
pricevm090	Character	13	0	TRUE	pricevm090 varchar(13) null																																																																																																																			
pricevm091	Character	13	0	TRUE	pricevm091 varchar(13) null																																																																																																																			
pricevm092	Character	13	0	TRUE	pricevm092 varchar(13) null																																																																																																																			
pricevm093	Character	13	0	TRUE	pricevm093 varchar(13) null																																																																																																																			
pricevm094	Character	13	0	TRUE	pricevm094 varchar(13) null																																																																																																																			
pricevm095	Character	13	0	TRUE	pricevm095 varchar(13) null																																																																																																																			
pricevm096	Character	13	0	TRUE	pricevm096 varchar(13) null																																																																																																																			
pricevm097	Character	13	0	TRUE	pricevm097 varchar(13) null																																																																																																																			
pricevm098	Character	13	0	TRUE	pricevm098 varchar(13) null																																																																																																																			
pricevm099	Character	13	0	TRUE	pricevm099 varchar(13) null																																																																																																																			
pricevm100	Character	13	0	TRUE	pricevm100 varchar(13) null																																																																																																																			
pricevm101	Character	13	0	TRUE	pricevm101 varchar(13) null																																																																																																																			
pricevm102	Character	13	0	TRUE	pricevm102 varchar(13) null																																																																																																																			
pricevm103	Character	13	0	TRUE	pricevm103 varchar(13) null																																																																																																																			
pricevm104	Character	13	0	TRUE	pricevm104 varchar(13) null																																																																																																																			
pricevm105	Character	13	0	TRUE	pricevm105 varchar(13) null																																																																																																																			
pricevm106	Character	13	0	TRUE	pricevm106 varchar(13) null																																																																																																																			
pricevm107	Character	13	0	TRUE	pricevm107 varchar(13) null																																																																																																																			
pricevm108	Character	13	0	TRUE	pricevm108 varchar(13) null																																																																																																																			
pricevm109	Character	13	0	TRUE	pricevm109 varchar(13) null																																																																																																																			
pricevm110	Character	13	0	TRUE	pricevm110 varchar(13) null																																																																																																																			
pricevm111	Character	13	0	TRUE	pricevm111 varchar(13) null																																																																																																																			
pricevm112	Character	13	0	TRUE	pricevm112 varchar(13) null																																																																																																																			
pricevm113	Character	13	0	TRUE	pricevm113 varchar(13) null																																																																																																																			
pricevm114	Character	13	0	TRUE	pricevm114 varchar(13) null																																																																																																																			
pricevm115	Character	13	0	TRUE	pricevm115 varchar(13) null																																																																																																																			
pricevm116	Character	13	0	TRUE	pricevm116 varchar(13) null																																																																																																																			
pricevm117	Character	13	0	TRUE	pricevm117 varchar(13) null																																																																																																																			
pricevm118	Character	13	0	TRUE	pricevm118 varchar(13) null																																																																																																																			
pricevm119	Character	13	0	TRUE	pricevm119 varchar(13) null																																																																																																																			
pricevm120	Character	13	0	TRUE	pricevm120 varchar(13) null																																																																																																																			
																																																																																																																								
company_id varchar(8) not null	pricevm001 varchar(13) null	pricevm002 varchar(13) null	pricevm003 varchar(13) null	pricevm004 varchar(13) null	pricevm005 varchar(13) null	pricevm006 varchar(13) null	pricevm007 varchar(13) null	pricevm008 varchar(13) null	pricevm009 varchar(13) null	pricevm010 varchar(13) null	pricevm011 varchar(13) null	pricevm012 varchar(13) null	pricevm013 varchar(13) null	pricevm014 varchar(13) null	pricevm015 varchar(13) null	pricevm016 varchar(13) null	pricevm017 varchar(13) null	pricevm018 varchar(13) null	pricevm019 varchar(13) null	pricevm020 varchar(13) null	pricevm021 varchar(13) null	pricevm022 varchar(13) null	pricevm023 varchar(13) null	pricevm024 varchar(13) null	pricevm025 varchar(13) null	pricevm026 varchar(13) null	pricevm027 varchar(13) null	pricevm028 varchar(13) null	pricevm029 varchar(13) null	pricevm030 varchar(13) null	pricevm031 varchar(13) null	pricevm032 varchar(13) null	pricevm033 varchar(13) null	pricevm034 varchar(13) null	pricevm035 varchar(13) null	pricevm036 varchar(13) null	pricevm037 varchar(13) null	pricevm038 varchar(13) null	pricevm039 varchar(13) null	pricevm040 varchar(13) null	pricevm041 varchar(13) null	pricevm042 varchar(13) null	pricevm043 varchar(13) null	pricevm044 varchar(13) null	pricevm045 varchar(13) null	pricevm046 varchar(13) null	pricevm047 varchar(13) null	pricevm048 varchar(13) null	pricevm049 varchar(13) null	pricevm050 varchar(13) null	pricevm051 varchar(13) null	pricevm052 varchar(13) null	pricevm053 varchar(13) null	pricevm054 varchar(13) null	pricevm055 varchar(13) null	pricevm056 varchar(13) null	pricevm057 varchar(13) null	pricevm058 varchar(13) null	pricevm059 varchar(13) null	pricevm060 varchar(13) null	pricevm061 varchar(13) null	pricevm062 varchar(13) null	pricevm063 varchar(13) null	pricevm064 varchar(13) null	pricevm065 varchar(13) null	pricevm066 varchar(13) null	pricevm067 varchar(13) null	pricevm068 varchar(13) null	pricevm069 varchar(13) null	pricevm070 varchar(13) null	pricevm071 varchar(13) null	pricevm072 varchar(13) null	pricevm073 varchar(13) null	pricevm074 varchar(13) null	pricevm075 varchar(13) null	pricevm076 varchar(13) null	pricevm077 varchar(13) null	pricevm078 varchar(13) null	pricevm079 varchar(13) null	pricevm080 varchar(13) null	pricevm081 varchar(13) null	pricevm082 varchar(13) null	pricevm083 varchar(13) null	pricevm084 varchar(13) null	pricevm085 varchar(13) null	pricevm086 varchar(13) null	pricevm087 varchar(13) null	pricevm088 varchar(13) null	pricevm089 varchar(13) null	pricevm090 varchar(13) null	pricevm091 varchar(13) null	pricevm092 varchar(13) null	pricevm093 varchar(13) null	pricevm094 varchar(13) null	pricevm095 varchar(13) null	pricevm096 varchar(13) null	pricevm097 varchar(13) null	pricevm098 varchar(13) null	pricevm099 varchar(13) null	pricevm100 varchar(13) null	pricevm101 varchar(13) null	pricevm102 varchar(13) null	pricevm103 varchar(13) null	pricevm104 varchar(13) null	pricevm105 varchar(13) null	pricevm106 varchar(13) null	pricevm107 varchar(13) null	pricevm108 varchar(13) null	pricevm109 varchar(13) null	pricevm110 varchar(13) null	pricevm111 varchar(13) null	pricevm112 varchar(13) null	pricevm113 varchar(13) null	pricevm114 varchar(13) null	pricevm115 varchar(13) null	pricevm116 varchar(13) null	pricevm117 varchar(13) null	pricevm118 varchar(13) null	pricevm119 varchar(13) null	pricevm120 varchar(13) null
